scheme_id,scheme_name,ministry,applicant_type,business_type,business_status,age_min,gender,sc_st,rural,loan_support,benefit,official_url,source_url
S028,Samruddhi Scheme,Not specified,Eligibility Criteria – Applicant Age of the applicant should be minimum 21 years Applicant must qualify SSLC(Secondary School Leaving Certificate) An applicant must be a permanent resident of Karnataka The applicant must belong SC community ﻿ Eligibility Criteria for Empanelment of Firms The company should be registered in India The company should provide a franchise/dealership opportunity The firm should have a strong brand and market presence for at least three years The firm should have a minimum of ten franchisee/dealership The firm needs to provide marketing training to the entrepreneurs ﻿ Conditions: 1. The beneficiary will be selected as per merit. He should go through the screening process at the district level and should be approved by the franchisor 2. The beneficiary must compulsorily must undergo the orientation program conducted by the franchisor 3. The selected candidate if at any stage is found ineligible such sanction from the corporation stands cancelled. The physical and financial targets have been calculated as per population and such targets have been communicated at the district level. ﻿ ﻿,"Social welfare & Empowerment, Business & Entrepreneurship, Women and Child",New/Existing,Not specified,Any,Not specified,Not specified,Yes,"Under this scheme, Government of Karnataka provides an initial capital up to 10 lakhs with training and overall capacity building to carry out chosen business activities. Continued mentorship and support to face roadblocks that may arise and create a robust, sustainable business enterprise. Benefits to Franchisors Samruddhi Scheme is an opportunity to venture into new markets and reach new customer segment with virtually no additional cost The Prospect of increasing the market share through new Franchises or Dealerships Samruddhi Scheme is assisting in identifying potential entrepreneurs especially in Tier 2, and Tier 3 cities that further results in saving of cost, time and effort ﻿",Not provided in source dataset,Not provided in source dataset
S029,"Scheme for Assistance to Micro, Small and Medium Enterprises (MSME): Assistance for Interest Subsidy (Service Sector)",Not specified,"The firm must be a new Micro/Small/Medium enterprise. The enterprise must be in the service sector (listed in Annexure A & B ) are eligible. The term loan must be sanctioned by a recognized Bank/Financial Institution. The enterprise must apply within one year of loan disbursement or before the commercial production starts. The enterprise must remain operational for at least 7 years post-subsidy approval. The enterprise must comply with pollution control measures. Only one type of investment (Forward Integration, Backward Integration, Diversification, or Expansion) will be eligible for subsidy.",Business & Entrepreneurship,New/Existing,Not specified,Any,Not specified,Not specified,Yes,"Financial Assistance: Category of Taluka Quantum of Incentive  Category I ﻿ 8% on Term Loan with a maximum amount of ₹35,00,000/- per annum for a period of 7 years ﻿ Category II ﻿ 7% on Term Loan with a maximum amount of ₹30,00,000/- per annum for a period of 6 years ﻿ Category III & Municipal Corporation Areas 6% on Term Loan with a maximum amount of ₹25,00,000/- per annum for a period of 5 years ﻿ Additional Subsidy: 1% extra interest subsidy for registered startups in the service sector with Udyam/MSME Registration.",Not provided in source dataset,Not provided in source dataset
S030,Dr.Babasaheb Ambedkar Udyog Uday Yojana: Assistance for Interest Subsidy (Service Sector),Not specified,"The firm must be a Micro/Small/Medium enterprise run by SC/ST entrepreneur. The enterprise must be a manufacturing enterprise. Only new MSMEs in the service sector (as per Annexure A and B ) are eligible. The enterprise must have a term loan sanctioned for new machinery, equipment, or furniture/fixtures. The loan should be sanctioned within one year before the commencement of commercial production. Enterprises must have proper tax and business registrations. Note: SC/ST Enterprise: SC/ST Enterprise means the enterprise in which contribution of SC/ST entrepreneur is 51% or more.",Business & Entrepreneurship,New/Existing,Not specified,Any,Not specified,Not specified,Yes,"﻿ Financial Assistance: Category of Taluka Quantum of Incentive  Category I ﻿ 8% on Term Loan with a maximum amount of ₹35,00,000/- per annum for a period of 7 years ﻿ Category II ﻿ 7% on Term Loan with a maximum amount of ₹30,00,000/- per annum for a period of 6 years ﻿ Category III & Municipal Corporation Areas 6% on Term Loan with a maximum amount of ₹25,00,000/- per annum for a period of 5 years Additional Subsidy: 1% extra interest subsidy for registered startups in the service sector with Udyam/MSME Registration. ﻿ ﻿ ﻿ ﻿ ﻿",Not provided in source dataset,Not provided in source dataset
S031,Sarothi Scheme,Not specified,"Eligibility All innovative startup industrial activities and the new individual applicant will be eligible to get the benefit under the Sarothi scheme. New Micro, Small and Medium Enterprises (MSME) units in Assam are eligible for these benefits. Priority will be given to an applicant if he or she undergoes any skill development training. If the applicant is a defaulter of any Bank or Financial Institution, he or she will not be eligible for benefits under the Sarothi scheme.",Social welfare & Empowerment,New/Existing,Not specified,Any,Not specified,Not specified,Yes,Financial Assistance The government provides financial assistance for startups in the form of loans with interest subvention The loan amount will be a maximum of Rs. 10.00 lakh.,Not provided in source dataset,Not provided in source dataset
S032,Entrepreneurship and Skill Development Programme,Not specified,"The age of the participants will be 18 years and above. Youth and other people interested in setting up their own industrial/business/self-employment venture. The qualification of the participants and structure of the fees will be decided by the Implementing Agencies i.e. Director/Officer in charge of the programme conducting organization. About 40% of the targeted beneficiaries of E-SDPs should be from weaker sections of the Society (SC/ST/Women/Physically Handicapped). Note: Payment of fee will be exempted for SC, ST, Differently- Abled Persons, Ex-Servicemen, Below Poverty Line (BPL) category participants and women.","Business & Entrepreneurship, Skills & Employment",New/Existing,Not specified,Any,Not specified,Not specified,No,"Assistance under the ESDP Scheme: The programme includes the following modules- 1.	Entrepreneurship Awareness Programme (EAP): One Day Entrepreneurship Awareness Programme is an activity to identify and motivate traditional/non-traditional entrepreneurs, who have the potential to set up MSEs with the objective of leading them towards entrepreneurship/self-employment. It consists of formal inaugural and technical sessions and one-to-one discussions with interested participants for counselling and mentoring. At least one EAP should be organized in each district. The intake capacity for the programme will be 50 to 100 persons. 2.	Entrepreneurship-cum-Skill Development Programme (E-SDP) Existing E-SDP: This six-week activity is aimed at conducting special entrepreneurship development programmes for new livelihood enterprise creation and rural enterprise development. This is a product-cum-process oriented activity-based programme. Comprehensive training programmes will be organized to upgrade the skills of prospective entrepreneurs coupled with specific skills in hands-on practice or demonstration relating to activities. The programme is suitably tailored to the needs of trade or specific activity and the target group of trainees covered under the specific training programme. Advanced E-SDP: The Minimum One-Week Advanced E-SDP Programme will have to be conducted with the intake capacity for the programme will be about 20 participants. The advanced ESOP programmes will be conducted through IIMs/IITs/ICAR/CSIR/BARC/IISC/NIT/Agricultural University of Central and State government etc. of repute will be roped in to provide ESDP training. 3.	Management Development Programme (MDP) Existing MDP: This one-week activity is aimed at capacity building of MSMEs through inputs on management practice systems to improve their decision-making capabilities resulting in higher productivity and profitability of existing and potential entrepreneurs and developing new enterprises. Inputs on a variety of topics of managerial functions will be provided to the participants by experts, which aim at the dissemination of knowledge of scientific/modern management techniques/practices. The intake capacity for the programme will be 25-30 participants. The age of the participants will be 18 years and above. Advanced MOP: The Minimum One-week Advanced MOP Programme will have an intake capacity for the programme will be about 25 participants. The Advance MDP Training Programmes will be conducted through State Administrative Training Institutes (ATIs) and/or other reputed institutions in this domain of Central or State Governments/NITs/Regional Engineering Colleges/Agricultural colleges/Autonomous bodies of Central/State Governments to provide MDP training to MSMEs promoters/executives. In this programme Central/State Governments (including the Ministry of MSME)/Bank officers and other stakeholders can also participate to enhance their knowledge with a minimum of 75% MSME participants. Note 01: The activities/programmes will be conducted through different field offices of the office of DC (MSME), MSME-DIs, Technology Centres and State Government Agencies, as approved by the Empowered committee headed by AS&DC( MSME) from time to time. Note 02: Information on flagship programmes/schemes such as MUDRA, Start-up India and Stand-up India, ASPIRE, PMEGP and SC/ST Hub shall be provided to the participants. Note 03: While providing in-puts on financing, a couple of sessions on alternate sources of funding like Angel Funding, Venture Capital, Crowd Funding etc. may be included in the programme syllabus. Note 04: Some State Governments have introduced schemes for new entrepreneurs. Adequate care should be taken to provide information on these schemes as well. Note 05: Special programmes should be organized in Aspirational, Backward Districts and the North Eastern Region (NER) based on the local strength and potential.",Not provided in source dataset,Not provided in source dataset
S033,National Beekeeping & Honey Mission,Not specified,Anyone can apply for the scheme,"Agriculture,Rural & Environment, Social welfare & Empowerment",New/Existing,Not specified,Any,Not specified,Not specified,No,"Details of activities envisaged, cost norms and pattern of assistance approved under Mini Mission I & II and III can be checked at NBHM Guidelines. ﻿ The scheme envisages the following benefits: 1)	Enhances yields & quality of produce of various crops viz., fruits, vegetables, pulses, oil seeds, etc. through pollination support 2)	Helps in sustainable development of Agriculture and Environment. 3)	Helps in maintaining Biodiversity 4)	Increases income of beekeepers/ farmers/ land less labours, etc. through production of honey & other beehive products, viz.; Bees wax, Propolis, Pollen, Royal Jelly, Bee venom, comb honey, etc. which have great importance in human life. 5)	Generates employment. 6)	Serves as a source of livelihood 7)	It helps in prosperity of farmers, healthy people and strong Nation. 8)	Adopt Scientific Beekeeping for own and Nation’s prosperity.",Not provided in source dataset,Not provided in source dataset
S034,"Goa (Technical/ Vocational Training To Sex Workers And Sexually Abused Women) Scheme, 2013 (PRABHAT)",Not specified,The applicant should be the Women and Children who are victims of Commercial Sexual Exploitation. The applicant should be either residing in Goa or be a native of Goa. NOTE 1: The place of commercial sexual exploitation is not a criterion for eligibility (women and girls from Goa being commercially sexually exploited outside Goa also qualify).,"Social welfare & Empowerment, Education & Learning, Health & Wellness, Business & Entrepreneurship, Skills & Employment, Women and Child",New/Existing,Not specified,Any,Not specified,Not specified,Yes,"(For availing of the benefit under this scheme the victim has to reside in Goa) ﻿ Financial Assistance The beneficiary (excluding victims housed in Protective Home) will be provided with a stipend of ₹ 2,500/- per month for a period of three months or till she joins a livelihood programme, whichever is earlier. ﻿ Technical/Vocational Training Based on their literacy, skills, interest, etc, the Mentor/Probation Officer will help the beneficiary to join a technical/vocational training programme of the Government or Non-Government institutes, emphasizing on the training programmes which has opportunities for jobs or setting up their own enterprise, such as, repair of the home appliances, mobile repair, beauty treatment, tailoring, bakery, catering, etc. The fees, travel and other miscellaneous expenses will be covered. ﻿ Education The beneficiary, if she is interested in pursuing her education, will be supported for her education till 12th Standard. All the expenses related to her education, boarding, travel, fees, books, toiletries, etc., may be paid. ﻿ Shelter If in need of shelter, she shall be admitted to a shelter home/protective home being managed by a non-Government organization or Government organization or organization receiving grants from the State/Central Government. ﻿ Psycho-Social Services A victim of commercial sexual exploitation will be provided counselling by Probation Officer or by a person appointed as “Mentor” or by a professional counsellor or psychiatrist working in a Government or non-Government organization. Expenses incurred for fees, travel, medicine, etc., will be covered. ﻿ Health The victim shall be provided health services for all kinds of ailments at the Government hospital. Victims suffering from HIV or Tuberculosis will be connected to ART and DOTS schemes. In cases where the victim is suffering from AIDS and requires institutional care, she shall be admitted to one of the care centres meant for people with HIV/AIDS, for a period of six months. ﻿ Children The children of the trafficked victim shall be provided counselling and assistance for admission in the school by the Probation Officer or by a person appointed as a “Mentor”. All the expenses related to the education of the children, such as boarding, travel, fees, books, toiletries, etc., up to 12th Standard shall be covered. ﻿ Reintegration The Probation Officer or “Mentor” shall help the victim in reintegrating with her family and community by providing counselling to the family members and if necessary to the members of the community. ﻿ Protection The Probation Officer or “Mentor” shall take the assistance of the family members, community members, religious leader, local police and Integrated Anti-human Trafficking Unit of Goa police in ensuring that the victim is not harassed by the traffickers. The Probation Officer or Mentor may also make a written complaint to the Chairperson of the Goa State Commission for Women, for victims' protection and the Commission shall take necessary action to protect the victim. ﻿ Livelihood (a) The Probation Officer or “Mentor” shall assist her in finding a job, based on her interests and skills. In case the victim is unable to get a job or is not interested in a job, then the Probation Officer or “Mentor” based on the interest, skill and viability of a business shall help her in setting up a business enterprise. ﻿ Livelihood (b) Those victims who have successfully completed the vocational training may be provided all the support by the Probation Officer/Mentor for preparation of project reports, availing loan from financial institutions etc. The Department may provide such financial assistance to the victim for setting up business enterprises as may be decided by the Government from time to time.",Not provided in source dataset,Not provided in source dataset
S035,Border Areas Development Department,Not specified,"The BADP is a Core Centrally Sponsored Scheme (CSS). Presently, the Program covers 396 Blocks of 111 border Districts in 16 States and 2 Union Territories abutting the International Boundary viz. Arunachal Pradesh, Assam, Bihar, Gujarat, Himachal Pradesh, Jammu & Kashmir (UT), Ladakh (UT), Manipur, Meghalaya, Mizoram, Nagaland, Punjab, Rajasthan, Sikkim, Tripura, Uttar Pradesh, Uttarakhand and West Bengal. Previously it has largely worked as a 'stand-alone' vehicle for project financing; it will now be converted to a programme which seeks comprehensive development. The program will cover all the census villages/ towns, semi-urban and urban areas located within 0-10 Km distance (crow — fly/ aerial distance) from the first habitation from International Boundary (IB). The imaginary line joining all the first habitations from the IB will be the Zero line for BADP and the 10 km distance towards the interior will be calculated from this zero line. The State/UT Government will compile and provide a latest map of this border belt (0-10 Km) - district wise, depicting all the census villages, semi-urban/ urban areas with latest population statistics. The State/UT Government will furnish village/ town code (2011 Census) allotted by Office of the Registrar General & Census Commissioner, Government of India, for mapping of the villages/ towns on the BADP Online Management System (BADP OMS). Within this 0-10 km area, census villages, semi-urban and urban areas identified by BGFs as 'strategic villages/towns' shall be given highest priority. Once 0-10 km area is saturated, the program may cover 10-20/30/40/50 km area ﻿ The funding is 90:10, 90% Central, 10% State respectively as of now. ﻿ ﻿",Transport & Infrastructure,New/Existing,Not specified,Any,Not specified,Not specified,No,"(A) Roads and Bridges (i) Construction and up-gradation of roads. (ii) Construction of bridges and culverts. (iii) Construction of Foot Suspension Bridges. (iv) Construction of retaining walls to protect the roads in hilly areas. (B) Health infrastructure: (i) Construction of houses for Government doctors, paramedics and other Government officials engaged in the health sector in border census villages/ habitations. (ii) Building infrastructure (SHC/PHC/CHC) including their up-gradation. (iii) Setting up of Government mobile dispensaries/ambulances. (iv) Purchase of medical equipment in Government Hospitals. (C) Education infrastructure: (i) Construction of houses for Government teachers and other government officials engaged in education sector. (ii) Construction of Primary/ Middle/ Secondary/ Higher secondary school buildings and their up-gradation/addition such as construction of additional classrooms, computer rooms and laboratories. (iii) Construction of hostels/ dormitories in Secondary/ Higher Secondary school. (D) Agriculture infrastructure (I) Construction of minor irrigation works. (ii) Water conservation programs. (E) Sports infrastructure: (I) Construction/ development of play fields. (ii) Construction of a mini stadium. (iii) Construction of indoor courts for table tennis/ badminton/ basketball / handball. (F) DWS projects: Drinking Water Supply projects in Government schools /census villages/ census towns. (G) Social Sector infrastructure (I) Construction of anganwadi center. (ii) Construction of a community center. (H) Development of Model villages — the State / UT Government may undertake multiple infrastructure    development works/projects in a village on a hub and spoke model. (I) Construction of infrastructure for Small Scale Industries. (J) Maintenance of assets created under BADS. (K) Administrative Expenditure. ﻿ The estimates of each work/project proposed under BADS should be checked and approved by the Competent Technical Authority in the State/UT and an 'Abstract of Cost' of each work/project, duly signed by appropriate technical authority should be furnished by the State/UT Government along with the APP.",Not provided in source dataset,Not provided in source dataset
S036,Mukhyamantri Work Form Home-Job Work Yojana,Not specified,The applicant must be a resident of Rajasthan. The minimum age of the applicant should be 18 years. Preference will be given to widow/abandoned/divorced/disabled/victim of violence.,Women and Child,New/Existing,Not specified,Any,Not specified,Not specified,Yes,"Financial and non-financial incentives - Advertisement of such private unit which provides work from home-job work to a maximum number of women will be displayed free of cost on the Work from Home-Job Work portal. If a private unit provides work from home - job work to women and the payment for the work given to the woman is more than ₹  5,000, then ₹  3,000 per trainee will be given as a training incentive, as a training fee. However, the payment of the training incentive amount will be given to the female trainee only after the offer letter is given by the private entity in the form of work from home- job work.",Not provided in source dataset,Not provided in source dataset
S037,Scheme for Establishment of Hi-Tech and Mini Dairy Units,Not specified,"The applicant should be 18 to 55 years of age and a resident of Haryana. The applicant must be unemployed (employment even in the private sector will bar an applicant from availing assistance under the Scheme). There would be no mandatory educational qualifications or training requirements. The applicant should have space/shed for keeping milch animals. The applicant will have to submit a Self-Declaration for being unemployed and for undertaking to abide by other conditions as required under the Scheme. The applicant applying for 20 and 50 animal dairy units must have 2-acre and 5-acre agricultural land for green fodder production respectively by way of ownership or long lease. Any applicant who has earlier availed benefits under any Departmental Scheme for the establishment of livestock units will not be eligible for availing benefits under the Scheme. Note 1: Any applicant who has earlier availed the benefit of the Departmental Scheme for the establishment of a dairy unit below 20 milch animals that applicant will also be eligible for availing of benefit under the Scheme of Dairy unit of 20 and 50 mulch animals only. Note 2: In case an applicant lives at a place other than where the animals are kept or intended to be kept, than the jurisdiction area Government Veterinary Hospital will be the place where animals are kept or intended to be kept (Within state of Haryana only).  Margin Money for 4 and 10 Milch Animal dairy Units only (25 % Subsidy): The beneficiary will have to arrange margin money, as per bank requirements, rest of the amount will have to be arranged as a loan from banks. Margin Money for 20 and 50 Milch Animal dairy Units only (Interest Subvention): The beneficiary will have to arrange margin money, which will be 25% of the Unit Cost ( Livestock Cost only) and the rest of the amount will have to be arranged as a loan from banks.","Agriculture,Rural & Environment",New/Existing,Not specified,Any,Not specified,Not specified,Yes,"Financial Assistance for Interest Subvention under the Scheme: Dairy units of 4 and 10 milch animals: 25% subsidy on the cost of milch animals can be availed as a loan for the purchase of these milch animals by the beneficiary for the establishment of dairy units of 4 and 10 milch animals; The subsidy will be provided three months after the purchase/tagging of Milch animals or disbursement of Loan by the bank, whichever is later, and subject to verification of unit by the concerned veterinary surgeon. Dairy units of 20 and 50 milch animals: Interest subvention on 75% cost of milch animals (25% being the margin money) can be availed as a loan for the purchase of these milch animals by the beneficiary for the establishment of dairy units of 20 and 50 milch animals; The financial assistance will be provided in the form of interest subvention on loan amount financed by the bank (For Livestock Component only). The maximum amount for which interest subvention will be provided is as follows:- Sl. No. Type of Dairy Unit Maximum Cost of Unit (Livestock component only) (in ₹) Max Limit of Loan amount as 75% of Total (for Interest Subvention) (in ₹) 1 20 Milch Animals 20 Lakhs 15 Lakhs 2 50 Milch Animals 50 Lakhs 37.50 Lakhs Note: The Interest Subvention will be provided for the purchase of livestock components only and on the basis of the Maximum limit of the loan amount as shown in the above table or the loan amount financed by the Bank, whichever is lower. Financial Assistance for Insurance of Livestock Unit: If any Livestock Insurance Scheme is operational by the Department or Haryana Livestock Development Board then the insurance of animals purchased for the establishment of unit is to be covered under that Scheme, wherever permissible. However, if no Livestock Insurance Scheme is operational then the Beneficiary/Bank would have to arrange for the insurance of the animals at their own. The department would assist the beneficiaries in establishing these units in the following ways: Sponsoring of loan applications to banks / financial institutions. Purchase of animals, tagging, and issuance of Health certificates. Providing Veterinary health and other facilities like free vaccination and management guidance etc. Imparting 11 days of Dairy husbandry training at the concerned Sub Division I District Level in the State to the desirous persons.",Not provided in source dataset,Not provided in source dataset
S038,Chief Minister’s White Revolutions Scheme,Not specified,a. The dairy farmers of Arunachal Pradesh are eligible for the scheme as selected by the District Dairy Development Committee. b. The preference will be given to women and genuinely poor. c. The beneficiaries will be selected on a cluster basis by the District Dairy Development Committee. d. The scheme provides a minimum support price for milk procurement. e. The beneficiaries will receive a capital subsidy of 50% up to ₹3.00 lakh for a minimum unit of 2 cows through the Apex bank.,"Agriculture,Rural & Environment",New/Existing,Not specified,Any,Not specified,Not specified,Yes,"a. Capital subsidy of 50% up to ₹3.00 lakh for a minimum unit of 2 cows through the Apex bank b. Farmers given Kisan Credit Cards for working capital loan up to ₹3.00 lakh per farmer covering feed requirement for 3 months, insurance, vaccines & veterinary aid c. State government ensures 4% interest subsidy through NABARD to Apex Bank to make these loans available at 0% interest rate to dairy farmers d. 25% top-up subsidy will be provided for cold storage, transportation, bulk coolers, etc., for successful dairy societies and above 33% subsidy under DEDS (Dairy Entrepreneurship Development Scheme) of the Government of India e. Two kinds of support extended to beneficiaries: One dairy subsidy scheme with 5 cows and special assistance for dairy entrepreneurship generation with 15 cows f. Logistical funds distributed to farmer accounts by Direct Transfer g. Progressive entrepreneurs selected and assisted by giving 9 no. of milk cows and 6 nos. of heifer",Not provided in source dataset,Not provided in source dataset
S039,"Investment Promotion Scheme (IPS) for Thrust Sectors: Assistance For Marble, IT & ITES, Electric Vehicles & Spare Parts, Toys Units And Semi-Conduct or Industries Sectors",Not specified,Should be a New Manufacturing/ Service units or Existing Manufacturing/ Service units which undertakes Expansion/ Diversification in MSME sector. The unit should have commenced the commercial production between 20.05.2022 to 19.05.2027. Unit should be located in the U.T. of Dadra and Nagar Haveli & Daman and Diu. Enterprise shall have to apply at online portal within one year from the date of eligibility.,Business & Entrepreneurship,New/Existing,Not specified,Any,Not specified,Not specified,Yes,"Credit Linked Interest Subsidy: 60% per annum limited to maximum of ₹50,00,000/- lakhs per annum for Five years OR for the period of repayment of loan whichever is earlier. Capital Investment Subsidy : For Small Units: 20% of Gross Fixed Capital Investment made will be reimbursed subject to maximum of ₹50,00,000/- per unit. For Large units in Semiconductor Sector: 15% of Gross Fixed Capital Investment made will be reimbursed subject to maximum of ₹7,50,00,000/-.",Not provided in source dataset,Not provided in source dataset
S040,Investment Promotion Scheme (IPS) for Textile Sector: Assistance Of Interest Subsidy For Textile Sector,Not specified,Should be a New Manufacturing/ Service units or Existing Manufacturing/ Service units which undertakes Expansion/ Diversification in MSME sector. The unit should have commenced the commercial production between 20.05.2022 to 19.05.2027. Unit should be located in the U.T. of Dadra and Nagar Haveli & Daman and Diu. Enterprise shall have to apply at online portal within one year from the date of eligibility.,Business & Entrepreneurship,New/Existing,Not specified,Any,Not specified,Not specified,Yes,"60% subsidy of interest charged by Bank with an upper ceiling of ₹60,00,000/- per annum for a period of 5 years OR, for the period of repayment of loan whichever is earlier. Additional 10% subsidy will be provided to Export oriented Carpet industry upto a maximum ₹70,00,000/- per annum.",Not provided in source dataset,Not provided in source dataset
S041,Establishment of 50 Milch Animals Dairy Unit,Not specified,"The applicant must be a livestock Farmer. The applicant must purchase 50 dairy animals (cows/buffaloes). The applicant must establish a new dairy farm. The applicant must have ownership rights or inheritance rights or leasehold rights of the land. The applicant must take a loan from a Reserve Bank-recognized institution/bank. Note: If the beneficiary does not own land, the dairy farm can be established on leased land for a minimum of 7 (seven) years.","Agriculture,Rural & Environment",New/Existing,Not specified,Any,Not specified,Not specified,Yes,"Interest Subsidy: 7.5% interest subsidy for up to 5 years on bank loans for purchasing 50 dairy animals. Shed Construction: 50% subsidy on actual expenditure, up to ₹5,00,000/-. Animal Insurance: 75% subsidy for a three-year premium, up to ₹1,80,000/-. Equipment Assistance: 75% subsidy on an electric chaff cutter (up to ₹30,000/-). 75% subsidy on a fogger system (up to ₹22,500/-). 75% subsidy on a milking machine (up to ₹56,250/-).",Not provided in source dataset,Not provided in source dataset
S042,Rise Together,Not specified,"Any domicile of J&K is essentially registered with Mission Youth, J&K. Only the Youth Groups with minimum 3 youth members shall be eligible for Financial Assistance under the scheme; The financial assistance would be given only to Youth Groups with all its members aged 18 to 35 years having a minimum qualification of 12th standard. Provided that CEO Mission Youth shall be competent to relax the educational qualification criteria for deserving candidates on a case to case basis, based on proper justification. Preference will be given to youth registered as Self-Help Groups/ Registered Society/ Registered Trust. None of the group members shall have availed benefit under any Self-Employment or similar schemes of the Government. Character Antecedents of all members of the group should be certified by the Police. The applicants should not be defaulter to any Bank/ Financial Institution. Loan facility availed by the beneficiaries under Govt. sponsored scheme are not eligible. The beneficiary must be unemployed. To be certified by competent authority.",Business & Entrepreneurship,New/Existing,Not specified,Any,Not specified,Not specified,Yes,"Financial assistance to the extent of ₹ 20.00 lakh comprising of an upfront subsidy component provided by Mission Youth (Minimum of ₹2.5 lakh or 10% of project cost) and a Loan provided by the Bank (70% of the project cost to the extent of ₹ 17.50 lakh). The balance cost of the project, not less than 20% of the project cost, shall be self-financed/ self-arranged by the beneficiary youth group as Margin Money for availing the Financial Assistance under the scheme. The special subsidy so provided towards Repayment under the scheme shall be limited to an aggregate of ₹ 5.0 lakh per case;",Not provided in source dataset,Not provided in source dataset
